regional,circunscricao,site_oficial,url_fonte,titulo_pagina,cnpj_detectado,emails_detectados,telefones_detectados,trechos_doacao,data_coleta,status_validacao
Regional Leste 2,Diocese de Janaúba,http://diocesedejanauba.com.br,https://diocesedejanauba.com.br/clero-da-diocese-de-janauba-participara-do-retiro-anual-de-23-a-27-de-fevereiro/,CLERO DA DIOCESE DE JANAÚBA PARTICIPARÁ DO RETIRO ANUAL DE 23 A 27 DE FEVEREIRO – Diocese de Janaúba,04.111.443/0001-00,comunicacao.diocesejanauba@yahoo.com; secretaria@diocesedejanauba.com.br,(38) 3821-6851; (38) 9 9185-0050; (38) 98816-6110; (38) 99185-0050,Banco: Banco do Brasil | Chave PIX: 04.111.443/0001-00,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Janaúba,http://diocesedejanauba.com.br,https://diocesedejanauba.com.br/missa-em-acao-de-gracas-aos-30-anos-de-sacerdocio-do-padre-jose-carlos/,MISSA EM AÇÃO DE GRAÇAS AOS 30 ANOS DE SACERDÓCIO DO PADRE JOSÉ CARLOS – Diocese de Janaúba,04.111.443/0001-00,secretaria@diocesedejanauba.com.br,(38) 3821-6851; (38) 98816-6110; (38) 99185-0050,Banco: Banco do Brasil | Chave PIX: 04.111.443/0001-00,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Janaúba,http://diocesedejanauba.com.br,https://diocesedejanauba.com.br/santa-missa-em-acao-de-gracas-ao-inicio-do-ministerio-pastoral-do-padre-silvanei-caixeta-como-administrador-da-quase-paroquia-nossa-senhora-do-perpetuo-socorro-em-janauba/,"SANTA MISSA EM AÇÃO DE GRAÇAS AO INÍCIO DO MINISTÉRIO PASTORAL DO PADRE SILVANEI CAIXETA, COMO ADMINISTRADOR DA QUASE PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO EM JANAÚBA. – Dioce",04.111.443/0001-00,comunicacao.diocesejanauba@yahoo.com; secretaria@diocesedejanauba.com.br,(38) 3821-6851; (38) 9 9185-0050; (38) 98816-6110; (38) 99185-0050; 1646146612,Banco: Banco do Brasil | Chave PIX: 04.111.443/0001-00,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Janaúba,http://diocesedejanauba.com.br,https://diocesedejanauba.com.br/reuniao-e-momento-de-convivencia-em-comemoracao-ao-dia-do-padre/,REUNIÃO E MOMENTO DE CONVIVÊNCIA EM COMEMORAÇÃO AO DIA DO PADRE – Diocese de Janaúba,04.111.443/0001-00,secretaria@diocesedejanauba.com.br,(38) 3821-6851; (38) 98816-6110; (38) 99185-0050,Banco: Banco do Brasil | Chave PIX: 04.111.443/0001-00,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Janaúba,http://diocesedejanauba.com.br,https://diocesedejanauba.com.br/comunidade-das-irmas-angelicas-se-prepara-para-celebracao-do-centenario-da-chegada-das-irmas-no-brasil/,COMUNIDADE DAS IRMÃS ANGÉLICAS SE PREPARA PARA CELEBRAÇÃO DO CENTENÁRIO DA CHEGADA DAS IRMÃS NO BRASIL! – Diocese de Janaúba,04.111.443/0001-00,comunicacao.diocesejanauba@yahoo.com; secretaria@diocesedejanauba.com.br,(38) 3821-6851; (38) 9 9185-0050; (38) 98816-6110; (38) 99185-0050,Banco: Banco do Brasil | Chave PIX: 04.111.443/0001-00,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Norte III,Arquidiocese de Palmas,http://www.arquidiocesedepalmas.org.br/,https://arquidiocesedepalmas.org.br/paroquias/,Paróquias | Arquidiocese de Palmas,,,(63) 3218-8400,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Norte III,Arquidiocese de Palmas,http://www.arquidiocesedepalmas.org.br/,https://arquidiocesedepalmas.org.br/clero/,Cleros | Arquidiocese de Palmas,,,(63) 3218-8400,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Norte III,Arquidiocese de Palmas,http://www.arquidiocesedepalmas.org.br/,https://arquidiocesedepalmas.org.br/clero-sitemap1.xml,,,,,https://arquidiocesedepalmas.org.br/clero/diac-djalmi-chaves-da-silva/,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Diocese de Jataí,https://www.diocesedejatai.org/,https://www.diocesedejatai.org/paroquias,PARÓQUIAS | Diocese de Jataí,,diocese@diocesedejatai.org,,"""use strict"";(self.webpackJsonp__wix_thunderbolt_app=self.webpackJsonp__wix_thunderbolt_app||[]).push([[""1619""],{26350(e,t,i){i.r(t),i.d(t,{STATIC_MEDIA_URL:()=>eH,fileType:()=>v,fittingTypes:()=>r,getData:()=>eR,MEDIA_ROOT_URL:()=>eU,sdk:()=>eB,isWEBP:()=>S,a",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Diocese de Luziânia,http://diocesedeluziania.blogspot.com/,http://diocesedeluziania.blogspot.com/2012/08/morre-padre-rodrigo-castro.html,MORRE PADRE RODRIGO CASTRO ~ Diocese de Luziânia,,diocesedeluziania@gmail.com; mitradiocesanaluziania@yahoo.com.br,(61) 3621-2022; (61)8485-4344; 3621-2725,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Diocese de Luziânia,http://diocesedeluziania.blogspot.com/,http://diocesedeluziania.blogspot.com/2011/10/morre-padre-que-foi-professor-no.html,Morre padre que foi professor no Seminário Maior de Brasília ~ Diocese de Luziânia,,diocesedeluziania@gmail.com; mitradiocesanaluziania@yahoo.com.br,(61) 3621-2022; (61)8485-4344; 2004-2007; 3621-2725,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Diocese de Luziânia,http://diocesedeluziania.blogspot.com/,http://diocesedeluziania.blogspot.com/,Diocese de Luziânia,,diocesedeluziania@gmail.com; mitradiocesanaluziania@yahoo.com.br,(61) 3621-2022; (61)8485-4344; 3621-2725,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Noroeste,Diocese de Ji-Paraná,http://www.diocesedejiparana.org.br/,http://www.diocesedejiparana.org.br/,Diocese de Ji-Paraná,,,(49) 3223-1079; (69) 3416-4203; (69) 3421-1381; 3416-4204; 3461 4203,"Boa tarde, os Postos Monte Castelo de Ji-Paraná esta com parceria com todas as igrejas de Ji-Paraná, convertendo parte do valor do abastecimento em doação para a comunidade! A Diocese e a Paróquia São João Bosco já estão participando e recebendo as doações men | Parabéns Dom Bruno ,pelos seus 42 Anos de Vida Sacerdotal,que Deus lhe dê muita saúde ,paz e ânimo para continuar a realizar o Projeto de Deus através da sua vida de entrega e doação.Que São João Bosco interceda pelo senhor ,fortalecendo a cada dia mais sua Vo | Obrigada Vair Ferreira pela sugestão. O site de nossa diocese esta em construção, estamos alimentando um banco de dados sobre as pastorais, paróquias, movimentos e organismos de nossa Diocese. Assim que ficar pronto estaremos publicando as informações. vai lev",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Arquidiocese de Brasília,https://arqbrasilia.com.br/,https://arqbrasilia.com.br/padre-nilton-boni-e-o-novo-paroco-e-reitor-do-santuario-nossa-senhora-do-perpetuo-socorro/,Padre Nilton Boni é o novo pároco e reitor do Santuário Nossa Senhora do Perpétuo Socorro – Arquidiocese de Brasília,,,,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Arquidiocese de Brasília,https://arqbrasilia.com.br/,https://arqbrasilia.com.br/padre-patrick-fernandes-fala-sobre-evangelizar-com-alegria-no-novo-episodio-do-perfil-catolico/,Padre Patrick Fernandes fala sobre evangelizar com alegria no novo episódio do Perfil Católico – Arquidiocese de Brasília,,,,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Arquidiocese de Brasília,https://arqbrasilia.com.br/,https://arqbrasilia.com.br/festa-junina-paroquia-sao-vicente-de-paulo/,Festa Junina Paróquia São Vicente de Paulo – Arquidiocese de Brasília,,,,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Arquidiocese de Brasília,https://arqbrasilia.com.br/,https://arqbrasilia.com.br/padre-vanilson-silva-celebra-a-santa-missa-no-terceiro-dia-da-novena-em-honra-a-nossa-senhora-aparecida/,Padre Vanilson Silva celebra a Santa Missa no terceiro dia da Novena em honra a Nossa Senhora Aparecida – Arquidiocese de Brasília,,,,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Arquidiocese de Brasília,https://arqbrasilia.com.br/,https://arqbrasilia.com.br/dom-denilson-geraldo-celebra-crisma-na-paroquia-nossa-senhora-da-esperanca/,Dom Denilson Geraldo celebra Crisma na Paróquia Nossa Senhora da Esperança – Arquidiocese de Brasília,,,,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Arquidiocese de Brasília,https://arqbrasilia.com.br/,https://arqbrasilia.com.br/lista-de-nomeacoes-do-clero-dezembro-2024/,LISTA DE NOMEAÇÕES DO CLERO – DEZEMBRO 2024 – Arquidiocese de Brasília,,,,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Arquidiocese de Brasília,https://arqbrasilia.com.br/,https://arqbrasilia.com.br/padre-jose-valdo-assume-a-paroquia-nossa-senhora-da-conceicao-aparecida-como-administrador-paroquial/,Padre José Valdo assume a Paróquia Nossa Senhora da Conceição Aparecida como Administrador Paroquial – Arquidiocese de Brasília,,,,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Arquidiocese de Brasília,https://arqbrasilia.com.br/,https://arqbrasilia.com.br/paroquia-sao-francisco-de-assis-celebra-posse-do-padre-matias-como-paroco-e-e-elevada-a-igreja-jubilar-franciscana/,Paróquia São Francisco de Assis celebra Posse do Padre Matias como Pároco e é elevada a Igreja Jubilar Franciscana – Arquidiocese de Brasília,,,,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Arquidiocese de Diamantina,http://www.arquidiamantina.org.br/,https://arquidiamantina.org.br/dizimo/,Dízimo | Mitra Arquidiocesana de Diamantina,,,(38) 3531-1094,Dízimo | Mitra Arquidiocesana de Diamantina,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Luz,http://www.diocesedeluz.org.br,https://diocesedeluz.org.br/clero-sitemap1.xml,,,,,https://diocesedeluz.org.br/clero/carlos-alexandre-ferreira-chaves-pe/,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Luz,http://www.diocesedeluz.org.br,https://diocesedeluz.org.br/clero/,Cleros | Diocese de Luz,,,,Carlos Alexandre Ferreira Chaves (Pe.),2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Diocese de Ipameri,http://www.diocesedeanapolis.org.br/,https://www.diocesedeanapolis.org.br/clero-jovem-da-diocese-de-anapolis-realiza-reuniao/,Clero jovem da Diocese se reúne em Vila Propício – Diocese de Anápolis,,comunicacao@ddeanapolis.org.br; curia@diocesedeanapolis.org.br,(62) 3329-3400,"Aconteceu na manhã desta segunda-feira (17) na Paróquia Santo Antônio, em Vila Propício, a reunião do clero jovem da Diocese de Anápolis. Inicialmente os padres tiveram uma formação sobre o Dízimo, e após momentos de reflexão e oração a reunião foi encerrada c",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Diocese de Ipameri,http://www.diocesedeanapolis.org.br/,https://www.diocesedeanapolis.org.br/vaticano-divulga-documento-sobre-missao-e-evangelizacao-nas-paroquias/,Vaticano divulga documento sobre missão e evangelização nas paróquias – Diocese de Anápolis,,comunicacao@ddeanapolis.org.br; curia@diocesedeanapolis.org.br,(62) 3329-3400,"A segunda parte do documento se abre com a análise das repartições paroquiais: elas deverão seguir o “fator chave” da proximidade, considerando a homogeneidade da população e as características comuns do território. O documento se detém nos procedimentos espec",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Campo Limpo,https://dcl.org.br,https://dcl.org.br/noticias/diocese/paroquias/camara-de-sp-promoveu-1a-edicao-do-premio-jorge-silva-que-homenageou-padre-sandro-da-catedral-de-campo-limpo,Câmara de SP promoveu 1ª edição do Prêmio Jorge Silva que homenageou Padre Sandro da Catedral de Campo Limpo - Diocese de Campo Limpo,,,11 3584-9000,"Principal voz à frente da AMMJJ (Associação de Moradores Miragaia Jardim Jaraguá) no Itaim Paulista, Francisca atua há duas décadas no combate à fome. Sua liderança coordena um Banco de Alimentos essencial que distribui refeições e cestas básicas. Além disso, ",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Diocese de Anápolis,https://www.diocesedeanapolis.org.br/2012/,https://www.diocesedeanapolis.org.br/clero-jovem-da-diocese-de-anapolis-realiza-reuniao/,Clero jovem da Diocese se reúne em Vila Propício – Diocese de Anápolis,,comunicacao@ddeanapolis.org.br; curia@diocesedeanapolis.org.br,(62) 3329-3400,"Aconteceu na manhã desta segunda-feira (17) na Paróquia Santo Antônio, em Vila Propício, a reunião do clero jovem da Diocese de Anápolis. Inicialmente os padres tiveram uma formação sobre o Dízimo, e após momentos de reflexão e oração a reunião foi encerrada c",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Diocese de Anápolis,https://www.diocesedeanapolis.org.br/2012/,https://www.diocesedeanapolis.org.br/vaticano-divulga-documento-sobre-missao-e-evangelizacao-nas-paroquias/,Vaticano divulga documento sobre missão e evangelização nas paróquias – Diocese de Anápolis,,comunicacao@ddeanapolis.org.br; curia@diocesedeanapolis.org.br,(62) 3329-3400,"A segunda parte do documento se abre com a análise das repartições paroquiais: elas deverão seguir o “fator chave” da proximidade, considerando a homogeneidade da população e as características comuns do território. O documento se detém nos procedimentos espec",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Santo André,https://diocesesa.org.br/,https://diocesesa.org.br/clero-sitemap.xml,,,,,https://diocesesa.org.br/clero/pe-andre-lucas-chaves/,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Arquidiocese de São Paulo,https://arquisp.org.br/,https://arquisp.org.br/regiao-santana/paroquia-nossa-senhora-aparecida-da-boa-viagem/,Paróquia Nossa Senhora Aparecida da Boa Viagem - Arquidiocese de São Paulo,,,(11) 2967-5497; (11) 97323-7272,"Eles procuraram o Sr. José Maria Fernandes para a doação de um terreno para construção de uma capela. Conseguida a doação, procuraram à cúria metropolitana, e através de D. Paulo Rolim Loureiro – Bispo auxiliar e administrador da Arquidiocese – iniciaram a con | A primeira imagem foi doação do Casal Sr. Ramiro e D. Cândida, que foram buscá-la no Santuário de Aparecida.",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Arquidiocese de São Paulo,https://arquisp.org.br/,https://arquisp.org.br/regiao-santana/paroquia-nossa-senhora-aparecida-edu-chaves/,Paróquia Nossa Senhora Aparecida – Edu Chaves - Arquidiocese de São Paulo,,,(11) 2247-1184; (11) 2249-2432,"Paróquia Nossa Senhora Aparecida – Edu Chaves - Arquidiocese de São Paulo | Paróquia Nossa Senhora Aparecida – Edu Chaves | Praça Comandante Eduardo de Oliveira, 88, Parque Edu Chaves | Consta em registro que em uma rua do bairro , onde um rapaz havia cometido suicídio , foi colocada uma cruz. Em meados de 1950, junto à cruz foi deixado um oratório de N. Sra. Aparecida com um bilhete anônimo que dizia: “Dôo esta Santa para o Parque Edú Chaves",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Mogi das Cruzes,http://www.diocesedemogi.org.br/,http://www.diocesedemogi.org.br/paroquias,Mitra Diocesana - Diocese de Mogi das Cruzes | Paróquias e Institutos | Paróquias,,curiadiocesanamogi@uol.com.br; secbispadomc@gmail.com,11 4724-9734,"Selecione a região desejada ou, se preferir, procure por palavra-chave: | Busca por palavras-chave:",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Mogi das Cruzes,http://www.diocesedemogi.org.br/,http://www.diocesedemogi.org.br/paroquias/,Mitra Diocesana - Diocese de Mogi das Cruzes | Paróquias e Institutos | Paróquias,,curiadiocesanamogi@uol.com.br; secbispadomc@gmail.com,11 4724-9734,"Selecione a região desejada ou, se preferir, procure por palavra-chave: | Busca por palavras-chave:",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Mogi das Cruzes,http://www.diocesedemogi.org.br/,http://www.diocesedemogi.org.br/paroquias.php,Mitra Diocesana - Diocese de Mogi das Cruzes | Paróquias e Institutos | Paróquias,,curiadiocesanamogi@uol.com.br; secbispadomc@gmail.com,11 4724-9734,"Selecione a região desejada ou, se preferir, procure por palavra-chave: | Busca por palavras-chave:",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 3,Diocese de Cachoeiro de Itapemirim,http://www.diocesecachoeiro.org.br/,https://diocesecachoeiro.org.br/doacao-de-sangue/,Doação de Sangue | Diocese de Cachoeiro de Itapemirim,,,,"Doação de Sangue | Diocese de Cachoeiro de Itapemirim | Começou esta semana a campanha dos funcionários da Santa Casa de Misericórdia de Cachoeiro de Itapemirim em prol do Banco de Sangue do hospital. | Já para o público externo, a Santa Casa disponibilizará durante o tempo da campanha duas vagas no estacionamento enquanto eles realizam a doação. A campanha vai durar do dia 11/02 a 1º/03, visando abastecer o estoque para atender a demanda do feriado de carnav | Marcando o início do projeto, aconteceu na segunda-feira (11) uma palestra com a enfermeira supervisora do banco de sangue, Cintia Pimenta, que abordou a importância do banco de sangue. Segundo ela, são três etapas que constituem a doação de sangue. | Homens podem voltar a doar após 60 dias, entretanto, não podem exceder quatro doações ao ano, já para as mulheres é recomendável um intervalo de 90 dias entre uma doação e outra, desde que não ultrapasse três doações ao ano. | Segundo a enfermeira supervisora, em média a Santa Casa recebe uma doação mensal de 450 bolsas, porém, as transfusões realizadas no hospital ultrapassam 500 unidades/mês.",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste I,Diocese de Dourados,https://diocesededourados.org.br/,https://diocesededourados.org.br/clero/,Clero | Diocese de Dourados,,,(67) 3422-6910,"Pe. Arildo Chaves Nantes, Betel",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Centro-Oeste,Arquidiocese de Goiânia,https://arquidiocesedegoiania.org.br/,https://arquidiocesedegoiania.org.br/dizimo-uma-pastoral-transformadora-para-a-comunidade/,"Dízimo, uma pastoral transformadora para a comunidade | Arquidiocese de Goiânia",,,(62) 3223-0756; 3223-0769,"Dízimo, uma pastoral transformadora para a comunidade  | Arquidiocese de Goiânia | Dízimo, uma pastoral transformadora para a comunidade | Dízimo, uma pastoral transformadora para a comunidade | Na tarde do último sábado, 17 de fevereiro, aconteceu na Cidade da Comunhão (CPDF), o encontro de formação para coordenadores paroquiais da Arquidiocese de Goiânia. O evento, organizado pela Equipe Arquidiocesana da Pastoral do Dízimo, teve como assessor Arist | O encontro iniciou com espiritualidade para abençoar o momento de aprendizado. O coordenador geral da pastoral em nossa Arquidiocese, padre José Victor Cabral, explicou a todos que a formação tem o intuito de dialogar sobre a importância do dízimo e da conscie | Durante a formação, o assessor provocou algumas inquietações nos participantes do encontro sobre como é realizado o trabalho de conscientização sobre o dízimo dentro das paróquias e comunidades. ""O dízimo é o encontro entre o humano e o divino"", destaca Aristi",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Limeira,https://diocesedelimeira.org.br/,https://diocesedelimeira.org.br/padres-e-diaconos-se-reunem-em-limeira-para-a-reuniao-geral-do-clero/,Padres e Diáconos se reúnem em Limeira para a Reunião Geral do Clero - Diocese de Limeira,,contato@diocesedelimeira.org.br,(19) 3441-5329,"Desenvolvido por Attractive Agencia, NetSys Serviços em TI",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Limeira,https://diocesedelimeira.org.br/,https://diocesedelimeira.org.br/comissao-do-fundo-solidariedade-clero/,Comissão do Fundo de Solidariedade do Clero - Diocese de Limeira,,contato@diocesedelimeira.org.br,(19) 3441-5329,"Desenvolvido por Attractive Agencia, NetSys Serviços em TI",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Limeira,https://diocesedelimeira.org.br/,https://diocesedelimeira.org.br/padre-antonio-maria-conduz-momento-mariano-no-jubileu-de-ouro-da-diocese-de-limeira/,Padre Antônio Maria conduz momento mariano no Jubileu de Ouro da Diocese de Limeira - Diocese de Limeira,,contato@diocesedelimeira.org.br,(19) 3441-5329,"Desenvolvido por Attractive Agencia, NetSys Serviços em TI",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Limeira,https://diocesedelimeira.org.br/,https://diocesedelimeira.org.br/programacao-da-semana-santa-nas-paroquias-da-cidade-de-artur-nogueira/,Programação da Semana Santa nas Paróquias da Cidade de Artur Nogueira - Diocese de Limeira,,contato@diocesedelimeira.org.br,(19) 3441-5329,"Desenvolvido por Attractive Agencia, NetSys Serviços em TI",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Limeira,https://diocesedelimeira.org.br/,https://diocesedelimeira.org.br/como-os-oleos-abencoados-na-missa-do-crisma-chegam-as-paroquias/,Como os óleos abençoados na Missa do Crisma chegam às paróquias - Diocese de Limeira,,contato@diocesedelimeira.org.br,(19) 3441-5329,"Desenvolvido por Attractive Agencia, NetSys Serviços em TI",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Ourinhos,http://dioceseourinhos.wordpress.com/,https://dioceseourinhos.wordpress.com/2014/03/14/orgaos-trafico-e-doacao/,Órgãos: tráfico e doação | Ide pelo mundo inteiro!,,paruzzo@ourinhos.com.br,(14) 3324-2151; 1930-2006; 2012-2014; 3324-2151,"Órgãos: tráfico e doação | Ide pelo mundo inteiro! | Órgãos: tráfico e doação | Pois neste caso, de doação livre dos órgãos, eles são colocados a serviço da vida humana. | Assim, a doação livre dos próprios órgãos, para ficarem à disposição de pessoas que necessitam deles, é um gesto que toma sentido na finalidade suprema da existência humana, que consiste em doar a própria vida por amor. | Para que a doação de órgãos tenha este sentido, é preciso que seja feita em plena liberdade. Como fez Jesus. Ele enfatizou claramente: “Ninguém tira minha vida, eu a dou livremente”.(Jo 10,18) | O corpo humano pode, assim, ser colocado como expressão do amor, que justifica a doação total da própria vida. É isto que está na origem do sacramento da Eucaristia. Tendo assumido um corpo humano, o Filho de Deus fez deste corpo, o sinal maior de seu amor.",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Jaú,https://diocesejau.org.br/,https://diocesejau.org.br/santa-missa-marca-a-oficializacao-da-quase-paroquia-santa-luzia-em-dois-corregos/,"Santa Missa marca a oficialização da Quase-Paróquia Santa Luzia, em Dois Córregos - Diocese de Jaú",,contato@diocesejau.org.br,(14)4103-7007,"Na sequência, Dom Francisco entregou as chaves da igreja ao padre Renato e abriu simbolicamente as portas do templo, gesto que representa a acolhida da Comunidade e o início de um novo ciclo de evangelização e serviço pastoral.",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste I,Diocese de Corumbá,http://www.cnbboeste1.org.br/Dioceses.aspx?Id=2,https://cnbboeste1.org.br/diocese-de-jardim-celebra-o-jubileu-das-comunicacoes-com-paroquias-da-regiao/,Diocese de Jardim celebra o Jubileu das Comunicações com paróquias da região – CNBB,,,,Desenvolvido por Agência Pixel,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste I,Diocese de Corumbá,http://www.cnbboeste1.org.br/Dioceses.aspx?Id=2,https://cnbboeste1.org.br/primeira-paroquia-dedicada-a-carlo-acutis-se-prepara-para-canonizacao-no-dia-7/,Primeira paróquia dedicada a Carlo Acutis se prepara para canonização no dia 7 – CNBB,,,,Desenvolvido por Agência Pixel,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste I,Diocese de Corumbá,http://www.cnbboeste1.org.br/Dioceses.aspx?Id=2,https://cnbboeste1.org.br/liderancas-de-comunidades-rurais-se-reunem-para-estudo-da-campanha-da-fraternidade-2025/,Lideranças de Comunidades Rurais se Reúnem para Estudo da Campanha da Fraternidade 2025 – CNBB,,,,Desenvolvido por Agência Pixel,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste I,Diocese de Corumbá,http://www.cnbboeste1.org.br/Dioceses.aspx?Id=2,https://cnbboeste1.org.br/clero-da-diocese-de-navirai-realiza-retiro-anual-em-umuarama/,Clero da Diocese de Naviraí realiza Retiro Anual em Umuarama – CNBB,,,,Desenvolvido por Agência Pixel,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste I,Diocese de Corumbá,http://www.cnbboeste1.org.br/Dioceses.aspx?Id=2,https://cnbboeste1.org.br/bispo-referencial-para-o-clero-envia-carta-por-ocasiao-do-encontro-que-nao-vai-acontecer/,Bispo Referencial para o Clero envia carta por ocasião do encontro que não vai acontecer – CNBB,,,,"Não podemos fazer o que fizemos até agora. Gastamos tanto dinheiro pra construir salões imensos e lindos e agora não servem pra nada. Talvez o dízimo tenha diminuído etc. Mas, não somos capazes de virar o lado da moeda? Tem tanta gente que está sofrendo, tanto | Desenvolvido por Agência Pixel",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste I,Arquidiocese de Campo Grande,https://arquidiocesedecampogrande.org.br/,https://arquidiocesedecampogrande.org.br/clero/,Clero | Arquidiocese de Campo Grande,,,20251124,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste I,Arquidiocese de Campo Grande,https://arquidiocesedecampogrande.org.br/,https://arquidiocesedecampogrande.org.br/paroquias/,Paróquias | Arquidiocese de Campo Grande,,sminder@arqcgr.org.br,(67) 9 8156-3340; (67) 9 8457.1091,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Oeste I,Arquidiocese de Campo Grande,https://arquidiocesedecampogrande.org.br/,https://arquidiocesedecampogrande.org.br/comunidades-sitemap1.xml,,,,,https://arquidiocesedecampogrande.org.br/comunidades/vila-agricola-banco-da-terra-paroquia-santo-antonio-de-padua-terenos/,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Jaboticabal,http://www.diocesejaboticabal.org.br/home/,https://www2.diocesejaboticabal.org.br/,Diocese de Jaboticabal - Home,,recepcao@diocesejaboticabal.org.br,(16) 3202-0390; (16) 3202-6611,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 1,Diocese de Jaboticabal,http://www.diocesejaboticabal.org.br/home/,https://www2.diocesejaboticabal.org.br/,Diocese de Jaboticabal - Home,,recepcao@diocesejaboticabal.org.br,(16) 3202-0390; (16) 3202-6611,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
