regional,sigla_estados_regional,circunscricao,tipo_circunscricao,estado,municipio,regiao,bairro,endereco,nome_da_igreja_paroquia,cnpj,canal_de_doacoes,contato,nome_do_paroco,site_oficial_circunscricao,url_fonte,fonte,data_coleta,status_validacao
Regional Sul 1,SP,Diocese de Caraguatatuba,Diocese,,,,,,Paróquia Imaculada Conceição,,,par.imaculada@dicaragua.org.br; (12) 3832-5030; (12) 3883-4888,"Carlos Alberto Rodrigues

 
 Horário",http://www.diocesecaraguatatuba.com.br/,https://dicaragua.org.br/paroquia-imaculada-conceicao/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Caraguatatuba,Diocese,,,,,,Santuário e Paróquia São Maximiliano,,,(12) 3883-4888,Carlos Alberto Rodrigues; José Adalberto Vanzella,http://www.diocesecaraguatatuba.com.br/,https://dicaragua.org.br/posse-do-novo-paroco-do-santuario-santo-antonio-de-caraguatatuba/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Caraguatatuba,Diocese,,,,,,Comunidade de Vida,,,(12) 3883-4888,Carlos Alberto Rodrigues; José Adalberto Vanzella,http://www.diocesecaraguatatuba.com.br/,https://dicaragua.org.br/posse-do-novo-paroco-do-santuario-santo-antonio-de-caraguatatuba/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Caraguatatuba,Diocese,,,,,,Santuário Santo Antônio e Paróquia São Maximiliano,,,(12) 3883-4888,Carlos Alberto Rodrigues; José Adalberto Vanzella,http://www.diocesecaraguatatuba.com.br/,https://dicaragua.org.br/posse-do-novo-paroco-do-santuario-santo-antonio-de-caraguatatuba/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Caraguatatuba,Diocese,,,,,,"Paróquia Nossa Senhora das Graças, de Ubatuba",,,(12) 3883-4888,Carlos Alberto Rodrigues; José Adalberto Vanzella,http://www.diocesecaraguatatuba.com.br/,https://dicaragua.org.br/posse-do-novo-paroco-do-santuario-santo-antonio-de-caraguatatuba/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,Catedral Diocesana,,,(11) 3683-4522; 5072766335; 7215771736,,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/ordenacao-presbiteral-dos-padres-leonardo-loriato-e-rodrigo-sousa/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,"Catedral de Osasco, com participação reduzida, devido às normas de segurança exigidas para a prevenção da Covid19",,,(11) 3683-4522; 5072766335; 7215771736,,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/ordenacao-presbiteral-dos-padres-leonardo-loriato-e-rodrigo-sousa/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,Catedral Diocesana,,,(11) 3683-4522,,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/retiro-canonico-do-clero-2024/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,comunidade em Jandira – Diocese de Osasco,,,(11) 3683-4522,Franco Mazzoleni,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/visita-pastoral-de-dom-frei-joao-bosco-fortalece-comunidade-em-jandira/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,Catedral Diocesana,,,(11) 3683-4522,Franco Mazzoleni,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/visita-pastoral-de-dom-frei-joao-bosco-fortalece-comunidade-em-jandira/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,comunidade em Jandira,,,(11) 3683-4522,Franco Mazzoleni,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/visita-pastoral-de-dom-frei-joao-bosco-fortalece-comunidade-em-jandira/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,"Paróquia Nossa Senhora Aparecida, localizada em Jandira, e às suas 8 Comunidades",,,(11) 3683-4522,Franco Mazzoleni,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/visita-pastoral-de-dom-frei-joao-bosco-fortalece-comunidade-em-jandira/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,"Comunidade São Francisco, marcada pela fé e unidade",,,(11) 3683-4522,Franco Mazzoleni,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/visita-pastoral-de-dom-frei-joao-bosco-fortalece-comunidade-em-jandira/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,Paróquia Nossa Senhora Aparecida – Jandira,,,(11) 3683-4522,Franco Mazzoleni,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/visita-pastoral-de-dom-frei-joao-bosco-fortalece-comunidade-em-jandira/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,Catedral Diocesana,,,(11) 3683-4522,Diego Gabriel Urbano; Douglas Pinheiro Lima; Franco Mazzoleni; Hélio Pedro; Kennedy Robert Ramos,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/fortalecidas-na-esperanca-paroquias-de-jandira-peregrinam-ate-igreja-jubilar-da-diocese/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,"Catedral foi presidida por Padre Hélio Pedro, com concelebração dos demais sacerdotes presentes",,,(11) 3683-4522,Diego Gabriel Urbano; Douglas Pinheiro Lima; Franco Mazzoleni; Hélio Pedro; Kennedy Robert Ramos,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/fortalecidas-na-esperanca-paroquias-de-jandira-peregrinam-ate-igreja-jubilar-da-diocese/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,Paróquia Espírito Santo – Diocese de Osasco,,,(11) 3683-4522,Angelo Mazzarotto; Arnaldo Balbino; Bernard Leo Dolan; Martinho Beckers; Milton Valentim Gasparin,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/em-destaque-paroquia-espirito-santo/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,Catedral Diocesana,,,(11) 3683-4522,Angelo Mazzarotto; Arnaldo Balbino; Bernard Leo Dolan; Martinho Beckers; Milton Valentim Gasparin,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/em-destaque-paroquia-espirito-santo/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,Paróquia Espírito Santo,,,(11) 3683-4522,Angelo Mazzarotto; Arnaldo Balbino; Bernard Leo Dolan; Martinho Beckers; Milton Valentim Gasparin,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/em-destaque-paroquia-espirito-santo/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,Catedral Diocesana,,,(11) 3683-4522,,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/mensagem-do-santo-padre-o-papa-francisco-para-o-58o-dia-mundial-da-paz/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,Paróquia em Destaque: Paróquia São José (Vila São José) – Diocese de Osasco,,,(11) 3683-4522; 2004-2005; 2006-2015; 2007-2011,"André Zamit; Carlos Augusto Andrade  

 

 

 
 
 
 
 
 
 
 
 
 Facebook 
 

 

 

 
 
 
 
 
 
 Twitter 
 

 

 

 
 
 
 
 
 
 Email; Domingos Tonini; Eduardo Dougherty; Jack Vessels",http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/paroquia-em-destaque-paroquia-sao-jose-vila-sao-jose/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,Catedral Diocesana,,,(11) 3683-4522; 2004-2005; 2006-2015; 2007-2011,"André Zamit; Carlos Augusto Andrade  

 

 

 
 
 
 
 
 
 
 
 
 Facebook 
 

 

 

 
 
 
 
 
 
 Twitter 
 

 

 

 
 
 
 
 
 
 Email; Domingos Tonini; Eduardo Dougherty; Jack Vessels",http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/paroquia-em-destaque-paroquia-sao-jose-vila-sao-jose/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,Paróquia em Destaque: Paróquia São José (Vila São José),,,(11) 3683-4522; 2004-2005; 2006-2015; 2007-2011,"André Zamit; Carlos Augusto Andrade  

 

 

 
 
 
 
 
 
 
 
 
 Facebook 
 

 

 

 
 
 
 
 
 
 Twitter 
 

 

 

 
 
 
 
 
 
 Email; Domingos Tonini; Eduardo Dougherty; Jack Vessels",http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/paroquia-em-destaque-paroquia-sao-jose-vila-sao-jose/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,"paróquia a Dom Francisco Manuel Vieira, bispo da então Região Osasco, da Arquidiocese de São Paulo",,,(11) 3683-4522; 2004-2005; 2006-2015; 2007-2011,"André Zamit; Carlos Augusto Andrade  

 

 

 
 
 
 
 
 
 
 
 
 Facebook 
 

 

 

 
 
 
 
 
 
 Twitter 
 

 

 

 
 
 
 
 
 
 Email; Domingos Tonini; Eduardo Dougherty; Jack Vessels",http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/paroquia-em-destaque-paroquia-sao-jose-vila-sao-jose/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Diocese de Osasco,Diocese,,,,,,Catedral Diocesana,,,(11) 3683-4522,,http://www.diocesedeosasco.com.br/,https://diocesedeosasco.com.br/encontro-diocesano-reune-atendentes-paroquiais-em-ibate/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Arquidiocese de Aparecida,Arquidiocese,,,,,,Santuário de Frei Galvão,,,,,http://www.arquidioceseaparecida.org.br/,https://arqaparecida.org.br/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Arquidiocese de Aparecida,Arquidiocese,,,,,,Santuário Nacional,,,,,http://www.arquidioceseaparecida.org.br/,https://arqaparecida.org.br/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Arquidiocese de Aparecida,Arquidiocese,,,,,,santuário dedicado a Frei Galvão,,,,,http://www.arquidioceseaparecida.org.br/,https://arqaparecida.org.br/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Arquidiocese de Aparecida,Arquidiocese,,,,,,Santuário de Frei Galvão,,,,,http://www.arquidioceseaparecida.org.br/,https://arqaparecida.org.br/paroquias,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Arquidiocese de Aparecida,Arquidiocese,,,,,,Santuário Nacional,,,,,http://www.arquidioceseaparecida.org.br/,https://arqaparecida.org.br/paroquias,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 1,SP,Arquidiocese de Aparecida,Arquidiocese,,,,,,santuário dedicado a Frei Galvão,,,,,http://www.arquidioceseaparecida.org.br/,https://arqaparecida.org.br/paroquias,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Capela Virtual,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; (42) 3224-1140; (42) 99943-0056,,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/noticias/casa-vianney-a-casa-dos-padres-2023-01-30-12-49-29,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,"Paróquia Nossa Senhora do Pilar, de Ponta Grossa. Foi nesse",,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; (42) 3224-1140; (42) 99943-0056,,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/noticias/casa-vianney-a-casa-dos-padres-2023-01-30-12-49-29,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,"Paróquia São Cristóvão, também enfermo e com uma perna",,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; (42) 3224-1140; (42) 99943-0056,,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/noticias/casa-vianney-a-casa-dos-padres-2023-01-30-12-49-29,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,"Paróquia Senhor Menino Deus, em Piraí do Sul, e, em 7 de agosto de",,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; (42) 3224-1140; (42) 99943-0056,,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/noticias/casa-vianney-a-casa-dos-padres-2023-01-30-12-49-29,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,"Capela com o Santíssimo Sacramento, passou por várias reformas na estrutura",,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; (42) 3224-1140; (42) 99943-0056,,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/noticias/casa-vianney-a-casa-dos-padres-2023-01-30-12-49-29,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Capela Virtual,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; (42) 3224-1140; (42) 99943-0056,,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/clero/categoria/bispo-diocesano,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Capela Virtual,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; (42) 3224-1140; (42) 99943-0056,"Adevilson Dias; Albino Dziazio

 
 Padre Alexandre Spena Regueira; Alvaro Luiz Martins Nortok

 
 Padre Antonio; Athanagildo Vaz Neto

 
 Padre Casemiro Oliszeski; Claudemir Nascimento Leal

 
 Padre Clayton Adriano",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/clero/categoria/clero-diocesano,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Capela Virtual,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; quia.p.socorro@hotmail.com; (42) 3224-1140; (42) 3238-5989; (42) 99943-0056,"Francesco Blosi; Leonel Stanski; Nicholas Mauron; Sandro José Brandt; Sandro José Brandt

 

 

 
 
 
 Horários",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-nossa-senhora-do-perpetuo-socorro-ponta-grossa-orfas/horarios,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; quia.p.socorro@hotmail.com; (42) 3224-1140; (42) 3238-5989; (42) 99943-0056,"Francesco Blosi; Leonel Stanski; Nicholas Mauron; Sandro José Brandt; Sandro José Brandt

 

 

 
 
 
 Horários",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-nossa-senhora-do-perpetuo-socorro-ponta-grossa-orfas/horarios,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Capela com seu território fazia parte da Igreja São José,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; quia.p.socorro@hotmail.com; (42) 3224-1140; (42) 3238-5989; (42) 99943-0056,"Francesco Blosi; Leonel Stanski; Nicholas Mauron; Sandro José Brandt; Sandro José Brandt

 

 

 
 
 
 Horários",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-nossa-senhora-do-perpetuo-socorro-ponta-grossa-orfas/horarios,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,"Paróquia Nossa Senhora do Perpétuo Socorro, na Vila Liane e arredores, em Ponta Grossa",,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; quia.p.socorro@hotmail.com; (42) 3224-1140; (42) 3238-5989; (42) 99943-0056,"Francesco Blosi; Leonel Stanski; Nicholas Mauron; Sandro José Brandt; Sandro José Brandt

 

 

 
 
 
 Horários",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-nossa-senhora-do-perpetuo-socorro-ponta-grossa-orfas/horarios,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Paróquia foi fundada no dia 27 de julho de 1976 e teve como primeiro Pároco o Padre Túlio Mondo,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; quia.p.socorro@hotmail.com; (42) 3224-1140; (42) 3238-5989; (42) 99943-0056,"Francesco Blosi; Leonel Stanski; Nicholas Mauron; Sandro José Brandt; Sandro José Brandt

 

 

 
 
 
 Horários",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-nossa-senhora-do-perpetuo-socorro-ponta-grossa-orfas/horarios,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Comunidade Santa Catarina de Alexandria - Catarina Miró,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; quia.p.socorro@hotmail.com; (42) 3224-1140; (42) 3238-5989; (42) 99943-0056,"Francesco Blosi; Leonel Stanski; Nicholas Mauron; Sandro José Brandt; Sandro José Brandt

 

 

 
 
 
 Horários",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-nossa-senhora-do-perpetuo-socorro-ponta-grossa-orfas/horarios,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Paróquia as seguintes pastorais,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; quia.p.socorro@hotmail.com; (42) 3224-1140; (42) 3238-5989; (42) 99943-0056,"Francesco Blosi; Leonel Stanski; Nicholas Mauron; Sandro José Brandt; Sandro José Brandt

 

 

 
 
 
 Horários",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-nossa-senhora-do-perpetuo-socorro-ponta-grossa-orfas/horarios,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,santuário entre Santa Maria Maior e São João de Latrão,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; quia.p.socorro@hotmail.com; (42) 3224-1140; (42) 3238-5989; (42) 99943-0056,"Francesco Blosi; Leonel Stanski; Nicholas Mauron; Sandro José Brandt; Sandro José Brandt

 

 

 
 
 
 Horários",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-nossa-senhora-do-perpetuo-socorro-ponta-grossa-orfas/horarios,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Paróquia Paróquias de PG recebem mudas de árvores,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; quia.p.socorro@hotmail.com; (42) 3224-1140; (42) 3238-5989; (42) 99943-0056,"Francesco Blosi; Leonel Stanski; Nicholas Mauron; Sandro José Brandt; Sandro José Brandt

 

 

 
 
 
 Horários",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-nossa-senhora-do-perpetuo-socorro-ponta-grossa-orfas/horarios,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Capela Virtual,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; (42) 3224-1140; (42) 99943-0056,Melecio Kraiczyi,http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/clero/categoria/rito-ucraniano,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Capela Virtual,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; saojoseperpetuosocorropg@gmail.com; (42) 3224-0616; (42) 3224-1140; (42) 98862-7020; (42) 99943-0056,"Agostinho Antonio Rutkoski; Bernardo Rainer; Carlos Sanson; Casemiro Oliszeski; Casemiro Oliszeski

Vigário Paroquial",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-sao-jose-santuario-diocesano-de-nossa-senhora-do-perpetuo-socorro-ponta-grossa-sao-jose,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,PARÓQUIA SÃO JOSÉ/ SANTUÁRIO DIOCESANO DE NOSSA SENHORA DO PERPÉTUO SOCORRO,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; saojoseperpetuosocorropg@gmail.com; (42) 3224-0616; (42) 3224-1140; (42) 98862-7020; (42) 99943-0056,"Agostinho Antonio Rutkoski; Bernardo Rainer; Carlos Sanson; Casemiro Oliszeski; Casemiro Oliszeski

Vigário Paroquial",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-sao-jose-santuario-diocesano-de-nossa-senhora-do-perpetuo-socorro-ponta-grossa-sao-jose,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,"capela do Asilo São Vicente de Paula, chamada capela do Espírito Santo",,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; saojoseperpetuosocorropg@gmail.com; (42) 3224-0616; (42) 3224-1140; (42) 98862-7020; (42) 99943-0056,"Agostinho Antonio Rutkoski; Bernardo Rainer; Carlos Sanson; Casemiro Oliszeski; Casemiro Oliszeski

Vigário Paroquial",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-sao-jose-santuario-diocesano-de-nossa-senhora-do-perpetuo-socorro-ponta-grossa-sao-jose,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Paróquia São José,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; saojoseperpetuosocorropg@gmail.com; (42) 3224-0616; (42) 3224-1140; (42) 98862-7020; (42) 99943-0056,"Agostinho Antonio Rutkoski; Bernardo Rainer; Carlos Sanson; Casemiro Oliszeski; Casemiro Oliszeski

Vigário Paroquial",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-sao-jose-santuario-diocesano-de-nossa-senhora-do-perpetuo-socorro-ponta-grossa-sao-jose,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Paróquia passou para o clero diocesano,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; saojoseperpetuosocorropg@gmail.com; (42) 3224-0616; (42) 3224-1140; (42) 98862-7020; (42) 99943-0056,"Agostinho Antonio Rutkoski; Bernardo Rainer; Carlos Sanson; Casemiro Oliszeski; Casemiro Oliszeski

Vigário Paroquial",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-sao-jose-santuario-diocesano-de-nossa-senhora-do-perpetuo-socorro-ponta-grossa-sao-jose,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,"Paróquia Irmã"", que visa auxiliar uma paróquia necessitada da diocese",,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; saojoseperpetuosocorropg@gmail.com; (42) 3224-0616; (42) 3224-1140; (42) 98862-7020; (42) 99943-0056,"Agostinho Antonio Rutkoski; Bernardo Rainer; Carlos Sanson; Casemiro Oliszeski; Casemiro Oliszeski

Vigário Paroquial",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-sao-jose-santuario-diocesano-de-nossa-senhora-do-perpetuo-socorro-ponta-grossa-sao-jose,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Sul 2,PR,Diocese de Ponta Grossa,Diocese,,,,,,Paróquia Diocese vai reorganizar a Pastoral da Saúde,,ver página de doações/trechos detectados,curia@diocesepontagrossa.org.br; saojoseperpetuosocorropg@gmail.com; (42) 3224-0616; (42) 3224-1140; (42) 98862-7020; (42) 99943-0056,"Agostinho Antonio Rutkoski; Bernardo Rainer; Carlos Sanson; Casemiro Oliszeski; Casemiro Oliszeski

Vigário Paroquial",http://www.diocesepontagrossa.com.br/,https://www.diocesepontagrossa.org.br/paroquia/paroquia-sao-jose-santuario-diocesano-de-nossa-senhora-do-perpetuo-socorro-ponta-grossa-sao-jose,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
